"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Киевская обл.","Киев","Автомобиль","угнали","12.06.2015","Daewoo","сенс","АА 2339 КА","2006"," ","Y6DT131106028086"," "," ","синий","Украина, Киев, проспект Генерала Ватутина, 22"
"Иркутская обл.","Иркутск","Автомобиль","угнали","30.06.2015","Toyota","Corola Ax","У451КН","2007"," "," "," "," ","белый","Электронная звуковая сигнализация – Magic Systems"
"Москва и Московская обл.","Москва","Автомобиль","угнали","01.07.2015","Kia","RIO","T718YX77","2013"," ","Z94CC41BADR131099"," ","Z94CC41BADR131099","серый","Электронная звуковая сигнализация – ШтатнаяИммобилайзер - Штатный"
"Луганская обл.","Ровеньки","Автомобиль","угнали","15.02.2015","Renault","сандеро","вв 71-99 см","2013"," "," "," "," ","другие цвета","Электронная звуковая сигнализация – Alligator"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.10.2014","Mitsubishi","L-200"," ","2008"," "," "," "," ","серый","Иммобилайзер - Pandora"
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","04.07.2015","Toyota","Аурис"," ","2008"," "," "," "," ","черный","Россия, Свердловская область, Екатеринбург"
"Москва и Московская обл.","Москва","Автомобиль","угнали","07.07.2015","ВАЗ","приора","а712хх08","2013"," "," "," "," ","черный","Электронная звуковая сигнализация – Штатная"
"Киевская обл.","Вышгород","Автомобиль","угнали","07.07.2015","Toyota","Camry XLE","AI0888TT","2006"," "," "," "," ","черный","Украина, Киевская область, Вышгород"
"Северная Голландия","Амстердам","Автомобиль","угнали","06.07.2015","Volkswagen","тигуан","М 021ОК32RUS","2013"," "," ","не установлен","XW8ZZZ5NZEG100840","синий","Электронная звуковая сигнализация – Gorgon"
"Гродненская обл.","Гродно","Автомобиль","угнали","03.07.2015","Volkswagen","Touran"," ","2008"," "," "," ","WVGZZZ1TZ8W113396","серый","Польша, Поморское воеводство, Гданьск"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","14.07.2015","Ford","Фокус","р026во102","2013"," "," "," ","X9FMXXEEBMDR29000","серый","Россия, Республика Башкортостан, Уфа"
"Челябинская обл.","Челябинск","Автомобиль","найден","14.07.2015","Toyota","Camry","Р288РТ174","2013"," "," "," ","XW7BH4FK70S007431","серый","Россия, Челябинск"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","14.07.2015","Ford","FOCUS","р026во102","2013"," "," "," ","X9FMXXEEBMDR29000","серый","Россия, Республика Башкортостан, Уфа"
"Ярославская обл.","Ярославль","Автомобиль","угнали","10.03.2015","Mercedes","мл"," ","1999"," "," "," "," ","синий","Электронная звуковая сигнализация – Scher-KhanИммобилайзер - Штатный"
"Москва и Московская обл.","Бронницы","Автомобиль","угнали","14.07.2015","КАМАЗ","кран галичанин 25 т","т781ео750","2014"," "," "," "," ","желтый","Россия, Московская область, Раменский район, село Софьино"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","29.07.2015","Toyota"," "," ","2015","054150","5TDDKRFH60S122291"," ","5TDDKRFH60S122291","белый","Россия, Республика Башкортостан, Уфа"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","29.07.2015","Toyota","Land Cruiser 200"," ","2015","0278476","JTMCV05J204163578"," ","JTMCV05J204163578","черный","Россия, Республика Башкортостан, Уфа"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","29.07.2015","Toyota","COROLLA"," ","2015","1ZRV032409","NMTBB0JE50R112348"," ","NMTBB0JE50R112348","белый","Россия, Республика Башкортостан, Уфа"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","29.07.2015","Toyota","CAMRY"," ","2015","2AR H561821","XW7BF4KX0S114690"," ","XW78F4FKXDS114690","белый","Россия, Республика Башкортостан, Уфа"
"Башкортостан(Башкирия)","Уфа","Автомобиль","угнали","29.07.2015","Toyota","HIGHLANDER"," ","2015","M054010","5TDDKRFH50S122153"," ","5TDDKRFH50S122153","белый","Россия, Республика Башкортостан, Уфа"
"Москва и Московская обл.","Щелково","Автомобиль","угнали","11.02.2015","Chevrolet","Круз","О166НХ","2011"," "," "," "," ","черный","Россия, Московская область, Щёлково, микрорайон Щелково-3, Институтская улица"
